summary_date,site,co_davg,name,obs_count,units,basin,county_name,state,latitude,longitude 
2018-12-31,2494,0.308,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-01,2494,0.193,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-02,2494,0.377,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-03,2494,0.431,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-04,2494,0.621,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-05,2494,0.562,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-06,2494,0.275,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-07,2494,0.367,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-08,2494,0.487,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-09,2494,0.562,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-10,2494,0.421,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-11,2494,0.455,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-12,2494,0.291,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-13,2494,0.376,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-14,2494,0.303,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-15,2494,0.295,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-16,2494,0.303,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-17,2494,0.207,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-18,2494,0.421,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-19,2494,0.387,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-20,2494,0.363,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-21,2494,0.167,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-22,2494,0.193,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-23,2494,0.343,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-24,2494,0.459,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-25,2494,0.328,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-26,2494,0.351,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-27,2494,0.447,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-28,2494,0.779,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-29,2494,0.645,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-30,2494,0.482,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-01-31,2494,0.396,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-01,2494,0.380,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-02,2494,0.242,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-03,2494,0.239,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-04,2494,0.200,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-05,2494,0.204,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-06,2494,0.196,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-07,2494,0.340,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-08,2494,0.357,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-09,2494,0.333,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-10,2494,0.296,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-11,2494,0.348,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-12,2494,0.480,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-13,2494,0.414,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-14,2494,0.265,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
2019-02-15,2494,0.348,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,34.051090000000002,-118.4564 
